"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.input_meta","Input.input_text","Input.clarq_meta","Input.clarq_text","Answer.Comments","Answer.adequacy_cb","Answer.fluency_cb","Approve","Reject"
"3YLPJ8OXX8NZUACRK54RSQAR97I4X8","307S2DJ7IZ0QWPGYG5ZSV0LGF86A15","Fluency and adequacy of a question","Given a post and a clarification question, you are required to judge if the clarification question is fluent and adequate","question answering, QA, clarification","$0.03","Sun Nov 08 19:15:31 PST 2020","1","BatchId:299409;OriginalHitTemplateId:920937243;","3600","259200","Sat Nov 28 19:15:31 PST 2020","","","34Q075JO1YNCS57RKD1KAYBTN0P014","A114SLF6QMZ0O7","Approved","Sun Nov 08 19:20:33 PST 2020","Sun Nov 08 19:20:39 PST 2020","Wed Nov 11 19:20:39 PST 2020","Wed Nov 11 19:21:28 PST 2020","","","6","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_10","i have created a link in account dashboard it is visible as shown in screen  shot below  http://www.awesomescreenshot.com/image/2552807/2ab6b42e8987aaeb6e254a81c27e202a  when i click on the link it is showing just like these in the screen shot below  http://www.awesomescreenshot.com/image/2552811/5e81668539016e4f9622033455c999d0  but i need on clicking my custom link i need show the content as shown in the  screen shot below  http://www.awesomescreenshot.com/image/2552815/afa2f32d0f2be63d2596e75ae53626c1  please can anyone help me  thanks in advance .","clarq_10","can you please share your code ?","{}","1","1"
"386659BNTLRA5L9XUBWILEGDNGN01W","307S2DJ7IZ0QWPGYG5ZSV0LGF86A15","Fluency and adequacy of a question","Given a post and a clarification question, you are required to judge if the clarification question is fluent and adequate","question answering, QA, clarification","$0.03","Sun Nov 08 19:15:31 PST 2020","1","BatchId:299409;OriginalHitTemplateId:920937243;","3600","259200","Sat Nov 28 19:15:31 PST 2020","","","3MAOD8E57RKN32KRSCOPGJB708EXN3","A114SLF6QMZ0O7","Approved","Sun Nov 08 19:16:23 PST 2020","Sun Nov 08 19:16:40 PST 2020","Wed Nov 11 19:16:40 PST 2020","Wed Nov 11 19:17:28 PST 2020","","","17","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_11","i 'm very new to magento , i have magento_2.3-ee , i 'm using ubuntu-16.4 , i created a virtual host , extract magento_2.3 folder in it , now when i type and hit url ` mg.local ` , i get blank white page ...  also when i type this command to switch to developer mode ` sudo php bin / magento deploy : mode : set developer ` i get this error ` there are no commands defined in the "" deploy : mode "" namespace . `  thanks in advance .","clarq_11","can you please share your code ?","{}","1","1"
"3J5XXLQDHMLM8POSKCYQU0L0FWDV3A","307S2DJ7IZ0QWPGYG5ZSV0LGF86A15","Fluency and adequacy of a question","Given a post and a clarification question, you are required to judge if the clarification question is fluent and adequate","question answering, QA, clarification","$0.03","Sun Nov 08 19:15:50 PST 2020","1","BatchId:299409;OriginalHitTemplateId:920937243;","3600","259200","Sat Nov 28 19:15:50 PST 2020","","","3TUI152ZZCX0GYCQ1BVZP42B04N1Q3","A114SLF6QMZ0O7","Approved","Sun Nov 08 19:25:50 PST 2020","Sun Nov 08 19:26:00 PST 2020","Wed Nov 11 19:26:00 PST 2020","Wed Nov 11 19:26:28 PST 2020","","","10","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_12","i 've added an image to my home page and when i preview the home page from cms pages in the admin the image is responsive .  when i click on my logo the page is then fully responsive all except the image ?  the url ends index.php/home when i preview from the cms pages panel and when i click the logo the home url key is gone ?","clarq_12","can you share your code ?","{}","1","1"
"3IKMEYR0LW5J7WYXH86E9H5RTK72KL","307S2DJ7IZ0QWPGYG5ZSV0LGF86A15","Fluency and adequacy of a question","Given a post and a clarification question, you are required to judge if the clarification question is fluent and adequate","question answering, QA, clarification","$0.03","Sun Nov 08 19:15:50 PST 2020","1","BatchId:299409;OriginalHitTemplateId:920937243;","3600","259200","Sat Nov 28 19:15:50 PST 2020","","","3J2UYBXQQMM7ZR8OQJD15U2AVB5062","A114SLF6QMZ0O7","Approved","Sun Nov 08 19:24:37 PST 2020","Sun Nov 08 19:24:43 PST 2020","Wed Nov 11 19:24:43 PST 2020","Wed Nov 11 19:25:28 PST 2020","","","6","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_13","i want to put attribute selection at the time of creating simple product like "" configurable product "" . when admin select attributes only those attribute can be display at the time of product creation from admin panel . so how can i achieve this functionality . any idea and help will be appreciate .  i am using magento version : 1.9.3.4 .","clarq_13","do you want to create a custom attribute ?","{}","0","1"
"3VGET1QSZ09HOXPKCY6CTJGUR727W2","307S2DJ7IZ0QWPGYG5ZSV0LGF86A15","Fluency and adequacy of a question","Given a post and a clarification question, you are required to judge if the clarification question is fluent and adequate","question answering, QA, clarification","$0.03","Sun Nov 08 19:15:50 PST 2020","1","BatchId:299409;OriginalHitTemplateId:920937243;","3600","259200","Sat Nov 28 19:15:50 PST 2020","","","358010RM5F30B7T0U3AGQ05KMBGXVK","A114SLF6QMZ0O7","Approved","Sun Nov 08 19:23:49 PST 2020","Sun Nov 08 19:23:57 PST 2020","Wed Nov 11 19:23:57 PST 2020","Wed Nov 11 19:24:28 PST 2020","","","8","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_14","is there a quick way to check the name of an object . for example , if i do ...      $ product = mage::getmodel('catalog / product')- > ... ;  how can i get check to see it is a ` mage_catalog_model_product ` for ` $ product ` ?","clarq_14","can you please share your code ?","{}","0","1"
"39O0SQZVJNHCG18YD4W66K8DZSN7RZ","307S2DJ7IZ0QWPGYG5ZSV0LGF86A15","Fluency and adequacy of a question","Given a post and a clarification question, you are required to judge if the clarification question is fluent and adequate","question answering, QA, clarification","$0.03","Sun Nov 08 19:15:35 PST 2020","1","BatchId:299409;OriginalHitTemplateId:920937243;","3600","259200","Sat Nov 28 19:15:35 PST 2020","","","386CSBG1O0WVNKDN7H7GK0TS8F36Q6","A114SLF6QMZ0O7","Approved","Sun Nov 08 19:19:55 PST 2020","Sun Nov 08 19:20:06 PST 2020","Wed Nov 11 19:20:06 PST 2020","Wed Nov 11 19:20:28 PST 2020","","","11","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_15","i installed ` magento2.2 ` . after installing when i visit the site , it shows  > 500 internal server error  the same for admin section as well .  i removed my .htaccess from root folder and tried . this time around front end loads without ` css ` and ` js ` , but admin section shows  > 404 not found  can someone help ?  i referred below but no luck .  https://magento.stackexchange.com/questions/106838/css-and-admin-panel-not-working-in-magento-2-community-edition","clarq_15","can you post the error you are getting ?","{}","1","1"
"3EFNPKWBMSY6FONCHFA197VAL0103O","307S2DJ7IZ0QWPGYG5ZSV0LGF86A15","Fluency and adequacy of a question","Given a post and a clarification question, you are required to judge if the clarification question is fluent and adequate","question answering, QA, clarification","$0.03","Sun Nov 08 19:15:35 PST 2020","1","BatchId:299409;OriginalHitTemplateId:920937243;","3600","259200","Sat Nov 28 19:15:35 PST 2020","","","3RJSC4XJ114BGN8AL03WDOOAZGU05M","A114SLF6QMZ0O7","Approved","Sun Nov 08 19:23:39 PST 2020","Sun Nov 08 19:23:44 PST 2020","Wed Nov 11 19:23:44 PST 2020","Wed Nov 11 19:24:28 PST 2020","","","5","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_16","how can i add a label to checkout addresses fields ?  [ ! [ enter image description here][1]][1 ]    [ 1 ] : https://i.stack.imgur.com/ltvpd.png","clarq_16","can you please share your code ?","{}","1","1"
"3G3AJKPCXL2OUF21P1QTB4H0BDC4YE","307S2DJ7IZ0QWPGYG5ZSV0LGF86A15","Fluency and adequacy of a question","Given a post and a clarification question, you are required to judge if the clarification question is fluent and adequate","question answering, QA, clarification","$0.03","Sun Nov 08 19:15:35 PST 2020","1","BatchId:299409;OriginalHitTemplateId:920937243;","3600","259200","Sat Nov 28 19:15:35 PST 2020","","","3NVC2EB65R95Z3HRFPQCQJKAXXI3Y0","A114SLF6QMZ0O7","Approved","Sun Nov 08 19:26:33 PST 2020","Sun Nov 08 19:26:40 PST 2020","Wed Nov 11 19:26:40 PST 2020","Wed Nov 11 19:27:28 PST 2020","","","7","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_17","tried to add the following code to add validation for street , but it 's not work . how to add the validation for street ? thanks .                                             true","clarq_17","what do you want to do ?","{}","0","1"
"33TGB4G0LPRJBVRHZ65Z0YMJP6YXTW","307S2DJ7IZ0QWPGYG5ZSV0LGF86A15","Fluency and adequacy of a question","Given a post and a clarification question, you are required to judge if the clarification question is fluent and adequate","question answering, QA, clarification","$0.03","Sun Nov 08 19:15:35 PST 2020","1","BatchId:299409;OriginalHitTemplateId:920937243;","3600","259200","Sat Nov 28 19:15:35 PST 2020","","","3EF8EXOTT25JUB8D6LBQS3QPM9V1JC","A114SLF6QMZ0O7","Approved","Sun Nov 08 19:19:47 PST 2020","Sun Nov 08 19:19:55 PST 2020","Wed Nov 11 19:19:55 PST 2020","Wed Nov 11 19:20:28 PST 2020","","","8","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_18","i 've just made a module with a controller and routes , the page loads fine and some head elements are present ... however they are no blocks on the page - is this normal ? why does n't default.xml layout apply to this page ( defined in other places )  i have no layout files in this module yet .","clarq_18","can you share your code ?","{}","1","1"
"3SMIWMMK61FJM81GP6ZN3BUEZIZUWR","307S2DJ7IZ0QWPGYG5ZSV0LGF86A15","Fluency and adequacy of a question","Given a post and a clarification question, you are required to judge if the clarification question is fluent and adequate","question answering, QA, clarification","$0.03","Sun Nov 08 19:15:35 PST 2020","1","BatchId:299409;OriginalHitTemplateId:920937243;","3600","259200","Sat Nov 28 19:15:35 PST 2020","","","37Q970SNZFICTER3TFK4K4HCIS81SS","A114SLF6QMZ0O7","Approved","Sun Nov 08 19:26:46 PST 2020","Sun Nov 08 19:26:51 PST 2020","Wed Nov 11 19:26:51 PST 2020","Wed Nov 11 19:27:28 PST 2020","","","5","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_19","in my magneto mobile homepage . featured product slider not working properly .  when i add this code to my mobile_homepage static block it will work only once . when i try to add another category with this code . slider is not working . it will show product big images . url ( test.blingers.in )  {{block type=""mpanel / products "" products_count=""10 "" title=""school uniform "" category_id=""377 "" template=""cms / home / featured_products.phtml""}}","clarq_19","can you please share your code ?","{}","0","1"
"3Y40HMYLL1SYB866ZBV95U8L8K5UXK","307S2DJ7IZ0QWPGYG5ZSV0LGF86A15","Fluency and adequacy of a question","Given a post and a clarification question, you are required to judge if the clarification question is fluent and adequate","question answering, QA, clarification","$0.03","Sun Nov 08 19:15:37 PST 2020","1","BatchId:299409;OriginalHitTemplateId:920937243;","3600","259200","Sat Nov 28 19:15:37 PST 2020","","","3X31TUMD7YWPP1WD96N38I3HQY01LE","A114SLF6QMZ0O7","Approved","Sun Nov 08 19:20:39 PST 2020","Sun Nov 08 19:21:03 PST 2020","Wed Nov 11 19:21:03 PST 2020","Wed Nov 11 19:21:28 PST 2020","","","24","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_20","how to get product i d but this product in which category and this category how to get product i d i want to set entity i d thru get category i d please say any way   .. :) advance thank you .. please help me ..","clarq_20","do you want to remove the product ?","{}","0","1"
"3Y40HMYLL1SYB866ZBV95U8L8K5XUN","307S2DJ7IZ0QWPGYG5ZSV0LGF86A15","Fluency and adequacy of a question","Given a post and a clarification question, you are required to judge if the clarification question is fluent and adequate","question answering, QA, clarification","$0.03","Sun Nov 08 19:15:37 PST 2020","1","BatchId:299409;OriginalHitTemplateId:920937243;","3600","259200","Sat Nov 28 19:15:37 PST 2020","","","3PM8NZGV8ZQ86ZXJ84G6KD6C5J1XQQ","A114SLF6QMZ0O7","Approved","Sun Nov 08 19:18:29 PST 2020","Sun Nov 08 19:18:35 PST 2020","Wed Nov 11 19:18:35 PST 2020","Wed Nov 11 19:19:28 PST 2020","","","6","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_21","i tried to follow steps according to this link : https://magecomp.com/blog/add-custom-tab-in-customer-account-section-magento-2/  but nothing added , could anybody help me please ?","clarq_21","what do you mean by "" solve "" ?","{}","0","1"
"3GMLHYZ0LE7NBDWG47HBO8FUAQZUYQ","307S2DJ7IZ0QWPGYG5ZSV0LGF86A15","Fluency and adequacy of a question","Given a post and a clarification question, you are required to judge if the clarification question is fluent and adequate","question answering, QA, clarification","$0.03","Sun Nov 08 19:15:37 PST 2020","1","BatchId:299409;OriginalHitTemplateId:920937243;","3600","259200","Sat Nov 28 19:15:37 PST 2020","","","3QIYRE09Y4RFD1ZYLJ3ILA76VT01NG","A114SLF6QMZ0O7","Approved","Sun Nov 08 19:24:18 PST 2020","Sun Nov 08 19:24:25 PST 2020","Wed Nov 11 19:24:25 PST 2020","Wed Nov 11 19:24:28 PST 2020","","","7","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_22","i want to show some extra data on product list page so i override the vendor\magento\module - catalog\block\product\listproduct.php . for this i refer http://magento.stackexchange.com/questions/96642/add-custom-block-on-listing-page-magento2 . it work .  but i need to call my helper function in my override block file . created new file name listproduct.php in app\code\vendor\module_name\block\product      namespace vendor\module_name\block\product ;       class listproduct extends \magento\catalog\block\product\listproduct       {        // i need to call my module helper function here :           public function test ( ) {            }       }  how can i call my helper function inside this block file . thanks","clarq_22","can you please share your code ?","{}","0","1"
"39KV3A5D18HOHG8BSTWBWUD9LU67SN","307S2DJ7IZ0QWPGYG5ZSV0LGF86A15","Fluency and adequacy of a question","Given a post and a clarification question, you are required to judge if the clarification question is fluent and adequate","question answering, QA, clarification","$0.03","Sun Nov 08 19:15:37 PST 2020","1","BatchId:299409;OriginalHitTemplateId:920937243;","3600","259200","Sat Nov 28 19:15:37 PST 2020","","","34V1S5K3GTBPVLW1QFWUY533YFZ96N","A114SLF6QMZ0O7","Approved","Sun Nov 08 19:23:31 PST 2020","Sun Nov 08 19:23:38 PST 2020","Wed Nov 11 19:23:38 PST 2020","Wed Nov 11 19:24:28 PST 2020","","","7","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_23","4444333322221111 //   here how to get a value dynamically            what is the format of get a value dynamically in xml field","clarq_23","can you please share your code ?","{}","1","1"
"35F6NGNVM8TPWGLQHT116Z9VNDK7TC","307S2DJ7IZ0QWPGYG5ZSV0LGF86A15","Fluency and adequacy of a question","Given a post and a clarification question, you are required to judge if the clarification question is fluent and adequate","question answering, QA, clarification","$0.03","Sun Nov 08 19:15:38 PST 2020","1","BatchId:299409;OriginalHitTemplateId:920937243;","3600","259200","Sat Nov 28 19:15:38 PST 2020","","","3OS46CRSLG9NSS94TG1QQNS0P7I6V0","A114SLF6QMZ0O7","Approved","Sun Nov 08 19:27:05 PST 2020","Sun Nov 08 19:27:16 PST 2020","Wed Nov 11 19:27:16 PST 2020","Wed Nov 11 19:27:28 PST 2020","","","11","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_24","i created sub - store and displayed all products on all new stores as :  go to your manage products page , click select all , change the action dropdown to say "" change attributes "" and click submit . then , on the websites tab , make sure your new site is checked in the "" add product to websites "" area , and click save .  requirement : all set well but products images are not displaying same like main website . hoe to display images on product - list and product - detail pages ?","clarq_24","can you please share your code ?","{}","1","1"
"3Y7LTZE0YTWNG36L0TJU2FOWGK3UZH","307S2DJ7IZ0QWPGYG5ZSV0LGF86A15","Fluency and adequacy of a question","Given a post and a clarification question, you are required to judge if the clarification question is fluent and adequate","question answering, QA, clarification","$0.03","Sun Nov 08 19:15:38 PST 2020","1","BatchId:299409;OriginalHitTemplateId:920937243;","3600","259200","Sat Nov 28 19:15:38 PST 2020","","","37UEWGM5HUI0SZRQEQKZUUCGWQP1R4","A114SLF6QMZ0O7","Approved","Sun Nov 08 19:26:21 PST 2020","Sun Nov 08 19:26:33 PST 2020","Wed Nov 11 19:26:33 PST 2020","Wed Nov 11 19:27:28 PST 2020","","","12","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_25","hello i m new to magento and not so familiar with magento i have requirement assign a category to new products automatically  thanks in advance for help","clarq_25","do you want to remove the product ?","{}","1","1"
"31YWE12TE0MWDXUAM32YV2U10987XV","307S2DJ7IZ0QWPGYG5ZSV0LGF86A15","Fluency and adequacy of a question","Given a post and a clarification question, you are required to judge if the clarification question is fluent and adequate","question answering, QA, clarification","$0.03","Sun Nov 08 19:15:50 PST 2020","1","BatchId:299409;OriginalHitTemplateId:920937243;","3600","259200","Sat Nov 28 19:15:50 PST 2020","","","3UOUJI6MTEO0YS40PD0BUE31847XUV","A114SLF6QMZ0O7","Approved","Sun Nov 08 19:23:02 PST 2020","Sun Nov 08 19:23:22 PST 2020","Wed Nov 11 19:23:22 PST 2020","Wed Nov 11 19:23:28 PST 2020","","","20","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_26","i am struggling with an strange issue that when i enable the ` use flat catalog category ` from admin the front is starting giving the following error in chrome      no data received      unable to load the webpage because the server sent no data .      here are some suggestions :      reload this webpage later .      error 324 ( net::err_empty_response ) : the server closed the connection without sending any data .  and in mozzila - > nothing is displaying :'(  not getting this at all what is going on . any body any idea about this please help .","clarq_26","can you post the error you are getting ?","{}","0","1"
