"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.input_meta","Input.input_text","Input.clarq_meta","Input.clarq_text","Answer.Comments","Answer.answerable_cb","Approve","Reject"
"3OB6JN3A9QZV14FLHAYVP253UHKRMW","37UC2S9IBMCQM8Q6EVR97HTXL505M2","Does a question need more clarification?","Given a post and an associated clarification question, you are required to judge if any more clarification is needed","QA, question answering, clarification","$0.03","Sun Nov 08 21:52:16 PST 2020","1","BatchId:299423;OriginalHitTemplateId:920937243;","3600","259200","Sat Nov 28 21:52:16 PST 2020","","","3NS0A6KXC5I6Y53K6QZFNKIL7WRGZC","A114SLF6QMZ0O7","Approved","Sun Nov 08 21:57:43 PST 2020","Sun Nov 08 21:57:47 PST 2020","Wed Nov 11 21:57:47 PST 2020","Wed Nov 11 21:58:28 PST 2020","","","4","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_10","i have created a link in account dashboard it is visible as shown in screen  shot below  http://www.awesomescreenshot.com/image/2552807/2ab6b42e8987aaeb6e254a81c27e202a  when i click on the link it is showing just like these in the screen shot below  http://www.awesomescreenshot.com/image/2552811/5e81668539016e4f9622033455c999d0  but i need on clicking my custom link i need show the content as shown in the  screen shot below  http://www.awesomescreenshot.com/image/2552815/afa2f32d0f2be63d2596e75ae53626c1  please can anyone help me  thanks in advance .","clarq_10","can you please share your code ?","{}","0"
"3JTPR5MTZSMB6THKZR8C7O83DU0K56","37UC2S9IBMCQM8Q6EVR97HTXL505M2","Does a question need more clarification?","Given a post and an associated clarification question, you are required to judge if any more clarification is needed","QA, question answering, clarification","$0.03","Sun Nov 08 21:52:16 PST 2020","1","BatchId:299423;OriginalHitTemplateId:920937243;","3600","259200","Sat Nov 28 21:52:16 PST 2020","","","3WZ36BJEV4QELCMAKCIJ0LQ76NDBTA","A114SLF6QMZ0O7","Approved","Sun Nov 08 21:56:27 PST 2020","Sun Nov 08 21:56:31 PST 2020","Wed Nov 11 21:56:31 PST 2020","Wed Nov 11 21:57:28 PST 2020","","","4","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_11","i 'm very new to magento , i have magento_2.3-ee , i 'm using ubuntu-16.4 , i created a virtual host , extract magento_2.3 folder in it , now when i type and hit url ` mg.local ` , i get blank white page ...  also when i type this command to switch to developer mode ` sudo php bin / magento deploy : mode : set developer ` i get this error ` there are no commands defined in the "" deploy : mode "" namespace . `  thanks in advance .","clarq_11","can you please share your code ?","{}","1"
"3XUY87HIVPO44O2TC22E33BTOULMM3","37UC2S9IBMCQM8Q6EVR97HTXL505M2","Does a question need more clarification?","Given a post and an associated clarification question, you are required to judge if any more clarification is needed","QA, question answering, clarification","$0.03","Sun Nov 08 21:52:16 PST 2020","1","BatchId:299423;OriginalHitTemplateId:920937243;","3600","259200","Sat Nov 28 21:52:16 PST 2020","","","3RANCT1ZVGRTLP1ZKH8T5HC9P1KBU1","A114SLF6QMZ0O7","Approved","Sun Nov 08 21:56:40 PST 2020","Sun Nov 08 21:56:44 PST 2020","Wed Nov 11 21:56:44 PST 2020","Wed Nov 11 21:57:28 PST 2020","","","4","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_12","i 've added an image to my home page and when i preview the home page from cms pages in the admin the image is responsive .  when i click on my logo the page is then fully responsive all except the image ?  the url ends index.php/home when i preview from the cms pages panel and when i click the logo the home url key is gone ?","clarq_12","can you share your code ?","{}","1"
"3K3IX1W4S619NQQH7F41BGAOZI7PAI","37UC2S9IBMCQM8Q6EVR97HTXL505M2","Does a question need more clarification?","Given a post and an associated clarification question, you are required to judge if any more clarification is needed","QA, question answering, clarification","$0.03","Sun Nov 08 21:51:59 PST 2020","1","BatchId:299423;OriginalHitTemplateId:920937243;","3600","259200","Sat Nov 28 21:51:59 PST 2020","","","3JRJSWSMQIV7TY00FOEIJGSUFLDE3W","A114SLF6QMZ0O7","Approved","Sun Nov 08 21:55:54 PST 2020","Sun Nov 08 21:55:58 PST 2020","Wed Nov 11 21:55:58 PST 2020","Wed Nov 11 21:56:28 PST 2020","","","4","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_13","i want to put attribute selection at the time of creating simple product like "" configurable product "" . when admin select attributes only those attribute can be display at the time of product creation from admin panel . so how can i achieve this functionality . any idea and help will be appreciate .  i am using magento version : 1.9.3.4 .","clarq_13","do you want to create a custom attribute ?","{}","1"
"3EQPA8A3746E2NVROUFGVDFLZ48JZD","37UC2S9IBMCQM8Q6EVR97HTXL505M2","Does a question need more clarification?","Given a post and an associated clarification question, you are required to judge if any more clarification is needed","QA, question answering, clarification","$0.03","Sun Nov 08 21:51:59 PST 2020","1","BatchId:299423;OriginalHitTemplateId:920937243;","3600","259200","Sat Nov 28 21:51:59 PST 2020","","","3CTOC39K380X5XNFV1SZTDH2PVVJ7R","A114SLF6QMZ0O7","Approved","Sun Nov 08 21:59:06 PST 2020","Sun Nov 08 21:59:10 PST 2020","Wed Nov 11 21:59:10 PST 2020","Wed Nov 11 21:59:28 PST 2020","","","4","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_14","is there a quick way to check the name of an object . for example , if i do ...      $ product = mage::getmodel('catalog / product')- > ... ;  how can i get check to see it is a ` mage_catalog_model_product ` for ` $ product ` ?","clarq_14","can you please share your code ?","{}","1"
"3V8JSVE8YY06MHZUE726KQTRO28EYW","37UC2S9IBMCQM8Q6EVR97HTXL505M2","Does a question need more clarification?","Given a post and an associated clarification question, you are required to judge if any more clarification is needed","QA, question answering, clarification","$0.03","Sun Nov 08 21:51:59 PST 2020","1","BatchId:299423;OriginalHitTemplateId:920937243;","3600","259200","Sat Nov 28 21:51:59 PST 2020","","","3NPFYT4IZDEHTA3558BUQZ2AZWTGXF","A114SLF6QMZ0O7","Approved","Sun Nov 08 21:56:52 PST 2020","Sun Nov 08 21:56:56 PST 2020","Wed Nov 11 21:56:56 PST 2020","Wed Nov 11 21:57:28 PST 2020","","","4","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_15","i installed ` magento2.2 ` . after installing when i visit the site , it shows  > 500 internal server error  the same for admin section as well .  i removed my .htaccess from root folder and tried . this time around front end loads without ` css ` and ` js ` , but admin section shows  > 404 not found  can someone help ?  i referred below but no luck .  https://magento.stackexchange.com/questions/106838/css-and-admin-panel-not-working-in-magento-2-community-edition","clarq_15","can you post the error you are getting ?","{}","1"
"3TTPFEFXCTUGN7GQYPFKM26BH87H6F","37UC2S9IBMCQM8Q6EVR97HTXL505M2","Does a question need more clarification?","Given a post and an associated clarification question, you are required to judge if any more clarification is needed","QA, question answering, clarification","$0.03","Sun Nov 08 21:51:59 PST 2020","1","BatchId:299423;OriginalHitTemplateId:920937243;","3600","259200","Sat Nov 28 21:51:59 PST 2020","","","3ZPPDN2SLW6T80PGWXFSATVGFDNE9D","A114SLF6QMZ0O7","Approved","Sun Nov 08 21:59:15 PST 2020","Sun Nov 08 21:59:23 PST 2020","Wed Nov 11 21:59:23 PST 2020","Wed Nov 11 21:59:28 PST 2020","","","8","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_16","how can i add a label to checkout addresses fields ?  [ ! [ enter image description here][1]][1 ]    [ 1 ] : https://i.stack.imgur.com/ltvpd.png","clarq_16","can you please share your code ?","{}","0"
"3XEDXEGFX3YCBMVJ2L20QTCCWMPK0L","37UC2S9IBMCQM8Q6EVR97HTXL505M2","Does a question need more clarification?","Given a post and an associated clarification question, you are required to judge if any more clarification is needed","QA, question answering, clarification","$0.03","Sun Nov 08 21:51:59 PST 2020","1","BatchId:299423;OriginalHitTemplateId:920937243;","3600","259200","Sat Nov 28 21:51:59 PST 2020","","","3BF51CHDTWKNWGS5M2452LR04PLH0K","A114SLF6QMZ0O7","Approved","Sun Nov 08 21:58:55 PST 2020","Sun Nov 08 21:59:02 PST 2020","Wed Nov 11 21:59:02 PST 2020","Wed Nov 11 21:59:28 PST 2020","","","7","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_17","tried to add the following code to add validation for street , but it 's not work . how to add the validation for street ? thanks .                                             true","clarq_17","what do you want to do ?","{}","1"
"3W0XM68YZP5CIBG1Y4604YVM1EVK1O","37UC2S9IBMCQM8Q6EVR97HTXL505M2","Does a question need more clarification?","Given a post and an associated clarification question, you are required to judge if any more clarification is needed","QA, question answering, clarification","$0.03","Sun Nov 08 21:51:59 PST 2020","1","BatchId:299423;OriginalHitTemplateId:920937243;","3600","259200","Sat Nov 28 21:51:59 PST 2020","","","3Z9WI9EOZ0YP96Z9QVENL569INRKHT","A114SLF6QMZ0O7","Approved","Sun Nov 08 21:58:44 PST 2020","Sun Nov 08 21:58:54 PST 2020","Wed Nov 11 21:58:54 PST 2020","Wed Nov 11 21:59:28 PST 2020","","","10","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_18","i 've just made a module with a controller and routes , the page loads fine and some head elements are present ... however they are no blocks on the page - is this normal ? why does n't default.xml layout apply to this page ( defined in other places )  i have no layout files in this module yet .","clarq_18","can you share your code ?","{}","1"
"3DTJ4WT8BDP6R79ZAT4PYX2TUWCEZN","37UC2S9IBMCQM8Q6EVR97HTXL505M2","Does a question need more clarification?","Given a post and an associated clarification question, you are required to judge if any more clarification is needed","QA, question answering, clarification","$0.03","Sun Nov 08 21:51:59 PST 2020","1","BatchId:299423;OriginalHitTemplateId:920937243;","3600","259200","Sat Nov 28 21:51:59 PST 2020","","","34V1S5K3GTBPVLW1QFWUY533YFZ69K","A114SLF6QMZ0O7","Approved","Sun Nov 08 21:57:17 PST 2020","Sun Nov 08 21:57:20 PST 2020","Wed Nov 11 21:57:20 PST 2020","Wed Nov 11 21:57:28 PST 2020","","","3","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_19","in my magneto mobile homepage . featured product slider not working properly .  when i add this code to my mobile_homepage static block it will work only once . when i try to add another category with this code . slider is not working . it will show product big images . url ( test.blingers.in )  {{block type=""mpanel / products "" products_count=""10 "" title=""school uniform "" category_id=""377 "" template=""cms / home / featured_products.phtml""}}","clarq_19","can you please share your code ?","{}","1"
"3KA7IJSNW6FE60V9DT4X6RUUH0SPBD","37UC2S9IBMCQM8Q6EVR97HTXL505M2","Does a question need more clarification?","Given a post and an associated clarification question, you are required to judge if any more clarification is needed","QA, question answering, clarification","$0.03","Sun Nov 08 21:51:59 PST 2020","1","BatchId:299423;OriginalHitTemplateId:920937243;","3600","259200","Sat Nov 28 21:51:59 PST 2020","","","3DIP6YHAPD2TUV66R59EAX05V75E8O","A114SLF6QMZ0O7","Approved","Sun Nov 08 21:57:53 PST 2020","Sun Nov 08 21:57:58 PST 2020","Wed Nov 11 21:57:58 PST 2020","Wed Nov 11 21:58:28 PST 2020","","","5","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_20","how to get product i d but this product in which category and this category how to get product i d i want to set entity i d thru get category i d please say any way   .. :) advance thank you .. please help me ..","clarq_20","do you want to remove the product ?","{}","1"
"3087LXLJ6MQ1V0351AB3AGK7OQ8F0E","37UC2S9IBMCQM8Q6EVR97HTXL505M2","Does a question need more clarification?","Given a post and an associated clarification question, you are required to judge if any more clarification is needed","QA, question answering, clarification","$0.03","Sun Nov 08 21:51:59 PST 2020","1","BatchId:299423;OriginalHitTemplateId:920937243;","3600","259200","Sat Nov 28 21:51:59 PST 2020","","","3G2UL9A02EOLH288BIYAK9CX3PB678","A114SLF6QMZ0O7","Approved","Sun Nov 08 21:56:22 PST 2020","Sun Nov 08 21:56:26 PST 2020","Wed Nov 11 21:56:26 PST 2020","Wed Nov 11 21:56:28 PST 2020","","","4","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_21","i tried to follow steps according to this link : https://magecomp.com/blog/add-custom-tab-in-customer-account-section-magento-2/  but nothing added , could anybody help me please ?","clarq_21","what do you mean by "" solve "" ?","{}","1"
"3ZURAPD288X12PONXTF3OL3HTIEF1H","37UC2S9IBMCQM8Q6EVR97HTXL505M2","Does a question need more clarification?","Given a post and an associated clarification question, you are required to judge if any more clarification is needed","QA, question answering, clarification","$0.03","Sun Nov 08 21:51:59 PST 2020","1","BatchId:299423;OriginalHitTemplateId:920937243;","3600","259200","Sat Nov 28 21:51:59 PST 2020","","","3IRIK4HM3BURTJ342Z6L0V4B4026C1","A114SLF6QMZ0O7","Approved","Sun Nov 08 21:58:41 PST 2020","Sun Nov 08 21:58:43 PST 2020","Wed Nov 11 21:58:43 PST 2020","Wed Nov 11 21:59:28 PST 2020","","","2","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_22","i want to show some extra data on product list page so i override the vendor\magento\module - catalog\block\product\listproduct.php . for this i refer http://magento.stackexchange.com/questions/96642/add-custom-block-on-listing-page-magento2 . it work .  but i need to call my helper function in my override block file . created new file name listproduct.php in app\code\vendor\module_name\block\product      namespace vendor\module_name\block\product ;       class listproduct extends \magento\catalog\block\product\listproduct       {        // i need to call my module helper function here :           public function test ( ) {            }       }  how can i call my helper function inside this block file . thanks","clarq_22","can you please share your code ?","{}","1"
"3VIVIU06FKMI85C2RN4MBA4C7L1MIN","37UC2S9IBMCQM8Q6EVR97HTXL505M2","Does a question need more clarification?","Given a post and an associated clarification question, you are required to judge if any more clarification is needed","QA, question answering, clarification","$0.03","Sun Nov 08 21:51:59 PST 2020","1","BatchId:299423;OriginalHitTemplateId:920937243;","3600","259200","Sat Nov 28 21:51:59 PST 2020","","","3NPI0JQDAPFGP6NK3H0KV5VWNRSPT9","A114SLF6QMZ0O7","Approved","Sun Nov 08 21:59:27 PST 2020","Sun Nov 08 21:59:32 PST 2020","Wed Nov 11 21:59:32 PST 2020","Wed Nov 11 22:00:28 PST 2020","","","5","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_23","4444333322221111 //   here how to get a value dynamically            what is the format of get a value dynamically in xml field","clarq_23","can you please share your code ?","{}","0"
"3RZS0FBRWKKXG5NFRT0SHB0CZLSPCK","37UC2S9IBMCQM8Q6EVR97HTXL505M2","Does a question need more clarification?","Given a post and an associated clarification question, you are required to judge if any more clarification is needed","QA, question answering, clarification","$0.03","Sun Nov 08 21:51:59 PST 2020","1","BatchId:299423;OriginalHitTemplateId:920937243;","3600","259200","Sat Nov 28 21:51:59 PST 2020","","","39GHHAVOMG10MA5WT3USQ1XSYT5J47","A114SLF6QMZ0O7","Approved","Sun Nov 08 21:58:03 PST 2020","Sun Nov 08 21:58:12 PST 2020","Wed Nov 11 21:58:12 PST 2020","Wed Nov 11 21:58:28 PST 2020","","","9","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_24","i created sub - store and displayed all products on all new stores as :  go to your manage products page , click select all , change the action dropdown to say "" change attributes "" and click submit . then , on the websites tab , make sure your new site is checked in the "" add product to websites "" area , and click save .  requirement : all set well but products images are not displaying same like main website . hoe to display images on product - list and product - detail pages ?","clarq_24","can you please share your code ?","{}","0"
"3GKAWYFRAP37LXTTRPV31HIUKL4PDK","37UC2S9IBMCQM8Q6EVR97HTXL505M2","Does a question need more clarification?","Given a post and an associated clarification question, you are required to judge if any more clarification is needed","QA, question answering, clarification","$0.03","Sun Nov 08 21:51:59 PST 2020","1","BatchId:299423;OriginalHitTemplateId:920937243;","3600","259200","Sat Nov 28 21:51:59 PST 2020","","","30ZX6P7VF95QJWQ9PPB4XM0UEF9J2B","A114SLF6QMZ0O7","Approved","Sun Nov 08 21:57:48 PST 2020","Sun Nov 08 21:57:53 PST 2020","Wed Nov 11 21:57:53 PST 2020","Wed Nov 11 21:58:28 PST 2020","","","5","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_25","hello i m new to magento and not so familiar with magento i have requirement assign a category to new products automatically  thanks in advance for help","clarq_25","do you want to remove the product ?","{}","1"
"3IZPORCT1FJ99QEAQDIIXXX7DVLRHN","37UC2S9IBMCQM8Q6EVR97HTXL505M2","Does a question need more clarification?","Given a post and an associated clarification question, you are required to judge if any more clarification is needed","QA, question answering, clarification","$0.03","Sun Nov 08 21:51:59 PST 2020","1","BatchId:299423;OriginalHitTemplateId:920937243;","3600","259200","Sat Nov 28 21:51:59 PST 2020","","","3BWI6RSP7HJPUH1NH0H8WX4AKNZE71","A114SLF6QMZ0O7","Approved","Sun Nov 08 21:57:01 PST 2020","Sun Nov 08 21:57:05 PST 2020","Wed Nov 11 21:57:05 PST 2020","Wed Nov 11 21:57:28 PST 2020","","","4","100% (2088/2088)","100% (2088/2088)","100% (819/819)","post_26","i am struggling with an strange issue that when i enable the ` use flat catalog category ` from admin the front is starting giving the following error in chrome      no data received      unable to load the webpage because the server sent no data .      here are some suggestions :      reload this webpage later .      error 324 ( net::err_empty_response ) : the server closed the connection without sending any data .  and in mozzila - > nothing is displaying :'(  not getting this at all what is going on . any body any idea about this please help .","clarq_26","can you post the error you are getting ?","{}","1"
